UNIX Timestamp,Local Time,Pressure (Pa),Flow (lph),Gas Consumption (l),Temperature (°C),Battery Voltage (V),Battery Current (A),Solar Voltage (V),RSSI (dB)
1723529520,2024-08-13 08:12:00+0200,57.0,0.0,,,,,,
1723529460,2024-08-13 08:11:00+0200,57.0,0.0,,,,,,
1723529400,2024-08-13 08:10:00+0200,57.0,0.0,4942.0,25.492,4.198,0.017,9.205,-79.0
1723529340,2024-08-13 08:09:00+0200,57.0,0.0,,,,,,
1723529280,2024-08-13 08:08:00+0200,57.0,0.0,,,,,,
1723529220,2024-08-13 08:07:00+0200,57.0,0.0,,,,,,
1723529160,2024-08-13 08:06:00+0200,57.0,0.0,,,,,,
1723529100,2024-08-13 08:05:00+0200,57.0,0.0,4942.0,25.492,4.198,0.017,9.205,-79.0
1723529040,2024-08-13 08:04:00+0200,57.0,0.0,,,,,,
1723528980,2024-08-13 08:03:00+0200,57.0,0.0,,,,,,
1723528920,2024-08-13 08:02:00+0200,57.0,0.0,,,,,,
1723528860,2024-08-13 08:01:00+0200,57.0,0.0,,,,,,
1723528800,2024-08-13 08:00:00+0200,57.0,0.0,4942.0,25.082,4.198,0.021,9.205,-79.0
1723528740,2024-08-13 07:59:00+0200,57.0,0.0,,,,,,
1723528680,2024-08-13 07:58:00+0200,57.0,0.0,,,,,,
1723528620,2024-08-13 07:57:00+0200,57.0,0.0,,,,,,
1723528560,2024-08-13 07:56:00+0200,57.0,0.0,,,,,,
1723528500,2024-08-13 07:55:00+0200,57.0,0.0,4942.0,25.492,4.198,0.018,9.205,-77.0
1723528440,2024-08-13 07:54:00+0200,57.0,0.0,,,,,,
1723528380,2024-08-13 07:53:00+0200,57.0,0.0,,,,,,
1723528320,2024-08-13 07:52:00+0200,57.0,0.0,,,,,,
1723528260,2024-08-13 07:51:00+0200,57.0,0.0,,,,,,
1723528200,2024-08-13 07:50:00+0200,57.0,0.0,4942.0,25.492,4.198,0.018,9.205,-77.0
1723528140,2024-08-13 07:49:00+0200,57.0,0.0,,,,,,
1723528080,2024-08-13 07:48:00+0200,57.0,0.0,,,,,,
1723528020,2024-08-13 07:47:00+0200,57.0,0.0,,,,,,
1723527960,2024-08-13 07:46:00+0200,57.0,0.0,,,,,,
1723527900,2024-08-13 07:45:00+0200,57.0,0.0,4942.0,25.492,4.194,0.022,9.199,-77.0
1723527840,2024-08-13 07:44:00+0200,57.0,0.0,,,,,,
1723527780,2024-08-13 07:43:00+0200,57.0,0.0,,,,,,
1723527720,2024-08-13 07:42:00+0200,57.0,0.0,,,,,,
1723527660,2024-08-13 07:41:00+0200,57.0,0.0,,,,,,
1723527600,2024-08-13 07:40:00+0200,57.0,0.0,4942.0,25.492,4.198,0.018,9.202,-77.0
1723527540,2024-08-13 07:39:00+0200,57.0,0.0,,,,,,
1723527480,2024-08-13 07:38:00+0200,57.0,0.0,,,,,,
1723527420,2024-08-13 07:37:00+0200,57.0,0.0,,,,,,
1723527360,2024-08-13 07:36:00+0200,57.0,0.0,,,,,,
1723527300,2024-08-13 07:35:00+0200,57.0,0.0,4942.0,25.492,4.198,0.018,9.205,-77.0
1723527240,2024-08-13 07:34:00+0200,57.0,0.0,,,,,,
1723527180,2024-08-13 07:33:00+0200,57.0,0.0,,,,,,
1723527120,2024-08-13 07:32:00+0200,57.0,0.0,,,,,,
1723527060,2024-08-13 07:31:00+0200,57.0,0.0,,,,,,
1723527000,2024-08-13 07:30:00+0200,57.0,0.0,4942.0,25.492,4.198,0.022,9.205,-77.0
1723526940,2024-08-13 07:29:00+0200,57.0,0.0,,,,,,
1723526880,2024-08-13 07:28:00+0200,57.0,0.0,,,,,,
1723526820,2024-08-13 07:27:00+0200,57.0,0.0,,,,,,
1723526760,2024-08-13 07:26:00+0200,57.0,0.0,,,,,,
1723526700,2024-08-13 07:25:00+0200,57.0,0.0,4942.0,25.492,4.197,0.018,9.205,-75.0
1723526640,2024-08-13 07:24:00+0200,57.0,0.0,,,,,,
1723526580,2024-08-13 07:23:00+0200,57.0,0.0,,,,,,
1723526520,2024-08-13 07:22:00+0200,57.0,0.0,,,,,,
1723526460,2024-08-13 07:21:00+0200,57.0,0.0,,,,,,
1723526400,2024-08-13 07:20:00+0200,57.0,0.0,4942.0,25.492,4.197,0.018,9.207,-75.0
1723526340,2024-08-13 07:19:00+0200,57.0,0.0,,,,,,
1723526280,2024-08-13 07:18:00+0200,57.0,0.0,,,,,,
1723526220,2024-08-13 07:17:00+0200,57.0,0.0,,,,,,
1723526160,2024-08-13 07:16:00+0200,57.0,0.0,,,,,,
1723526100,2024-08-13 07:15:00+0200,57.0,0.0,4942.0,25.492,4.194,0.023,9.205,-75.0
1723526040,2024-08-13 07:14:00+0200,57.0,0.0,,,,,,
1723525980,2024-08-13 07:13:00+0200,57.0,0.0,,,,,,
1723525920,2024-08-13 07:12:00+0200,57.0,0.0,,,,,,
1723525860,2024-08-13 07:11:00+0200,57.0,0.0,,,,,,
1723525800,2024-08-13 07:10:00+0200,57.0,0.0,4942.0,25.492,4.198,0.018,9.202,-81.0
1723525740,2024-08-13 07:09:00+0200,57.0,0.0,,,,,,
1723525680,2024-08-13 07:08:00+0200,57.0,0.0,,,,,,
1723525620,2024-08-13 07:07:00+0200,57.0,0.0,,,,,,
1723525560,2024-08-13 07:06:00+0200,57.0,0.0,,,,,,
1723525500,2024-08-13 07:05:00+0200,57.0,0.0,4942.0,25.492,4.198,0.019,9.205,-81.0
1723525440,2024-08-13 07:04:00+0200,57.0,0.0,,,,,,
1723525380,2024-08-13 07:03:00+0200,57.0,0.0,,,,,,
1723525320,2024-08-13 07:02:00+0200,57.0,0.0,,,,,,
1723525260,2024-08-13 07:01:00+0200,57.0,0.0,,,,,,
1723525200,2024-08-13 07:00:00+0200,57.0,0.0,4942.0,25.492,4.198,0.026,9.207,-81.0
1723525140,2024-08-13 06:59:00+0200,57.0,0.0,,,,,,
1723525080,2024-08-13 06:58:00+0200,57.0,0.0,,,,,,
1723525020,2024-08-13 06:57:00+0200,57.0,0.0,,,,,,
1723524960,2024-08-13 06:56:00+0200,57.0,0.0,,,,,,
1723524900,2024-08-13 06:55:00+0200,57.0,0.0,4942.0,25.492,4.197,0.018,9.202,-81.0
1723524840,2024-08-13 06:54:00+0200,57.0,0.0,,,,,,
1723524780,2024-08-13 06:53:00+0200,57.0,0.0,,,,,,
1723524720,2024-08-13 06:52:00+0200,57.0,0.0,,,,,,
1723524660,2024-08-13 06:51:00+0200,57.0,0.0,,,,,,
1723524600,2024-08-13 06:50:00+0200,57.0,0.0,4942.0,25.492,4.198,0.019,9.205,-81.0
1723524540,2024-08-13 06:49:00+0200,57.0,0.0,,,,,,
1723524480,2024-08-13 06:48:00+0200,57.0,0.0,,,,,,
1723524420,2024-08-13 06:47:00+0200,57.0,0.0,,,,,,
1723524360,2024-08-13 06:46:00+0200,57.0,0.0,,,,,,
1723524300,2024-08-13 06:45:00+0200,57.0,0.0,4942.0,25.492,4.198,0.022,9.207,-81.0
1723524240,2024-08-13 06:44:00+0200,57.0,0.0,,,,,,
1723524180,2024-08-13 06:43:00+0200,57.0,0.0,,,,,,
1723524120,2024-08-13 06:42:00+0200,57.0,0.0,,,,,,
